blockGenerator,time
15_L2_UNIV15_miner_151,2022-05-04 18:44:11.681629
14_L2_UNIV14_miner_1413,2022-05-04 18:44:26.225449
15_L2_UNIV15_miner_152,2022-05-04 18:44:40.523119
15_L2_UNIV15_miner_152,2022-05-04 18:44:54.812926
15_L2_UNIV15_miner_152,2022-05-04 18:45:09.069808
15_L2_UNIV15_miner_152,2022-05-04 18:45:23.453750
15_L2_UNIV15_miner_152,2022-05-04 18:45:37.748088
15_L2_UNIV15_miner_152,2022-05-04 18:45:51.928034
15_L2_UNIV15_miner_152,2022-05-04 18:46:06.289445
15_L2_UNIV15_miner_152,2022-05-04 18:46:20.736936
14_L2_UNIV14_miner_1413,2022-05-04 18:46:35.149459
14_L2_UNIV14_miner_1413,2022-05-04 18:46:49.251679
14_L2_UNIV14_miner_1413,2022-05-04 18:47:03.713906
15_L2_UNIV15_miner_152,2022-05-04 18:47:18.122736
14_L2_UNIV14_miner_1413,2022-05-04 18:47:32.408136
14_L2_UNIV14_miner_1413,2022-05-04 18:47:46.844513
15_L2_UNIV15_miner_152,2022-05-04 18:48:01.006148
14_L2_UNIV14_miner_1413,2022-05-04 18:48:15.458427
15_L2_UNIV15_miner_151,2022-05-04 18:48:29.468043
15_L2_UNIV15_miner_152,2022-05-04 18:48:43.695427
15_L2_UNIV15_miner_152,2022-05-04 18:48:58.031935
blockNum,time,hosts,delta
0,2022-05-04 18:44:15.560464,10_L2_UNIV10_miner_1028,0 days 00:00:03.878835
1,2022-05-04 18:44:29.936127,10_L2_UNIV10_miner_1028,0 days 00:00:03.710678
2,2022-05-04 18:44:44.191862,10_L2_UNIV10_miner_1028,0 days 00:00:03.668743
3,2022-05-04 18:44:58.463356,10_L2_UNIV10_miner_1028,0 days 00:00:03.650430
4,2022-05-04 18:45:12.744077,10_L2_UNIV10_miner_1028,0 days 00:00:03.674269
5,2022-05-04 18:45:27.120556,10_L2_UNIV10_miner_1028,0 days 00:00:03.666806
6,2022-05-04 18:45:41.566104,10_L2_UNIV10_miner_1028,0 days 00:00:03.818016
7,2022-05-04 18:45:55.671637,10_L2_UNIV10_miner_1028,0 days 00:00:03.743603
8,2022-05-04 18:46:10.078705,10_L2_UNIV10_miner_1028,0 days 00:00:03.789260
9,2022-05-04 18:46:24.493663,10_L2_UNIV10_miner_1028,0 days 00:00:03.756727
10,2022-05-04 18:46:38.729495,10_L2_UNIV10_miner_1028,0 days 00:00:03.580036
11,2022-05-04 18:46:53.111547,10_L2_UNIV10_miner_1028,0 days 00:00:03.859868
12,2022-05-04 18:47:07.459524,10_L2_UNIV10_miner_1028,0 days 00:00:03.745618
13,2022-05-04 18:47:21.792708,10_L2_UNIV10_miner_1028,0 days 00:00:03.669972
14,2022-05-04 18:47:36.146672,10_L2_UNIV10_miner_1028,0 days 00:00:03.738536
15,2022-05-04 18:47:50.578979,10_L2_UNIV10_miner_1028,0 days 00:00:03.734466
16,2022-05-04 18:48:04.737597,10_L2_UNIV10_miner_1028,0 days 00:00:03.731449
17,2022-05-04 18:48:19.182858,10_L2_UNIV10_miner_1028,0 days 00:00:03.724431
18,2022-05-04 18:48:33.131055,10_L2_UNIV10_miner_1028,0 days 00:00:03.663012
19,2022-05-04 18:48:47.361372,10_L2_UNIV10_miner_1028,0 days 00:00:03.665945
0,2022-05-04 18:44:15.702778,10_L2_UNIV10_miner_1027,0 days 00:00:04.021149
1,2022-05-04 18:44:30.086738,10_L2_UNIV10_miner_1027,0 days 00:00:03.861289
2,2022-05-04 18:44:44.316146,10_L2_UNIV10_miner_1027,0 days 00:00:03.793027
3,2022-05-04 18:44:58.619326,10_L2_UNIV10_miner_1027,0 days 00:00:03.806400
4,2022-05-04 18:45:12.877042,10_L2_UNIV10_miner_1027,0 days 00:00:03.807234
5,2022-05-04 18:45:27.261742,10_L2_UNIV10_miner_1027,0 days 00:00:03.807992
6,2022-05-04 18:45:41.695749,10_L2_UNIV10_miner_1027,0 days 00:00:03.947661
7,2022-05-04 18:45:55.814599,10_L2_UNIV10_miner_1027,0 days 00:00:03.886565
8,2022-05-04 18:46:10.220979,10_L2_UNIV10_miner_1027,0 days 00:00:03.931534
9,2022-05-04 18:46:24.627296,10_L2_UNIV10_miner_1027,0 days 00:00:03.890360
10,2022-05-04 18:46:38.854703,10_L2_UNIV10_miner_1027,0 days 00:00:03.705244
11,2022-05-04 18:46:53.255455,10_L2_UNIV10_miner_1027,0 days 00:00:04.003776
12,2022-05-04 18:47:07.584754,10_L2_UNIV10_miner_1027,0 days 00:00:03.870848
13,2022-05-04 18:47:21.936069,10_L2_UNIV10_miner_1027,0 days 00:00:03.813333
14,2022-05-04 18:47:36.294910,10_L2_UNIV10_miner_1027,0 days 00:00:03.886774
15,2022-05-04 18:47:50.708769,10_L2_UNIV10_miner_1027,0 days 00:00:03.864256
16,2022-05-04 18:48:04.882381,10_L2_UNIV10_miner_1027,0 days 00:00:03.876233
17,2022-05-04 18:48:19.307154,10_L2_UNIV10_miner_1027,0 days 00:00:03.848727
18,2022-05-04 18:48:33.278621,10_L2_UNIV10_miner_1027,0 days 00:00:03.810578
19,2022-05-04 18:48:47.482163,10_L2_UNIV10_miner_1027,0 days 00:00:03.786736
0,2022-05-04 18:44:15.859185,10_L2_UNIV10_miner_1026,0 days 00:00:04.177556
1,2022-05-04 18:44:30.228155,10_L2_UNIV10_miner_1026,0 days 00:00:04.002706
2,2022-05-04 18:44:44.470672,10_L2_UNIV10_miner_1026,0 days 00:00:03.947553
3,2022-05-04 18:44:58.760958,10_L2_UNIV10_miner_1026,0 days 00:00:03.948032
4,2022-05-04 18:45:13.022768,10_L2_UNIV10_miner_1026,0 days 00:00:03.952960
5,2022-05-04 18:45:27.405508,10_L2_UNIV10_miner_1026,0 days 00:00:03.951758
6,2022-05-04 18:45:41.846780,10_L2_UNIV10_miner_1026,0 days 00:00:04.098692
7,2022-05-04 18:45:55.936346,10_L2_UNIV10_miner_1026,0 days 00:00:04.008312
8,2022-05-04 18:46:10.371729,10_L2_UNIV10_miner_1026,0 days 00:00:04.082284
9,2022-05-04 18:46:24.771463,10_L2_UNIV10_miner_1026,0 days 00:00:04.034527
10,2022-05-04 18:46:38.988670,10_L2_UNIV10_miner_1026,0 days 00:00:03.839211
11,2022-05-04 18:46:53.405301,10_L2_UNIV10_miner_1026,0 days 00:00:04.153622
12,2022-05-04 18:47:07.735276,10_L2_UNIV10_miner_1026,0 days 00:00:04.021370
13,2022-05-04 18:47:22.069085,10_L2_UNIV10_miner_1026,0 days 00:00:03.946349
14,2022-05-04 18:47:36.437495,10_L2_UNIV10_miner_1026,0 days 00:00:04.029359
15,2022-05-04 18:47:50.838353,10_L2_UNIV10_miner_1026,0 days 00:00:03.993840
16,2022-05-04 18:48:05.033306,10_L2_UNIV10_miner_1026,0 days 00:00:04.027158
17,2022-05-04 18:48:19.439940,10_L2_UNIV10_miner_1026,0 days 00:00:03.981513
18,2022-05-04 18:48:33.444634,10_L2_UNIV10_miner_1026,0 days 00:00:03.976591
19,2022-05-04 18:48:47.625814,10_L2_UNIV10_miner_1026,0 days 00:00:03.930387
0,2022-05-04 18:44:16.010249,10_L2_UNIV10_miner_1025,0 days 00:00:04.328620
1,2022-05-04 18:44:30.380818,10_L2_UNIV10_miner_1025,0 days 00:00:04.155369
2,2022-05-04 18:44:44.589380,10_L2_UNIV10_miner_1025,0 days 00:00:04.066261
3,2022-05-04 18:44:58.890486,10_L2_UNIV10_miner_1025,0 days 00:00:04.077560
4,2022-05-04 18:45:13.187799,10_L2_UNIV10_miner_1025,0 days 00:00:04.117991
5,2022-05-04 18:45:27.517764,10_L2_UNIV10_miner_1025,0 days 00:00:04.064014
6,2022-05-04 18:45:42.006962,10_L2_UNIV10_miner_1025,0 days 00:00:04.258874
7,2022-05-04 18:45:56.065748,10_L2_UNIV10_miner_1025,0 days 00:00:04.137714
8,2022-05-04 18:46:10.509900,10_L2_UNIV10_miner_1025,0 days 00:00:04.220455
9,2022-05-04 18:46:24.896071,10_L2_UNIV10_miner_1025,0 days 00:00:04.159135
10,2022-05-04 18:46:39.143467,10_L2_UNIV10_miner_1025,0 days 00:00:03.994008
11,2022-05-04 18:46:53.555602,10_L2_UNIV10_miner_1025,0 days 00:00:04.303923
12,2022-05-04 18:47:07.858231,10_L2_UNIV10_miner_1025,0 days 00:00:04.144325
13,2022-05-04 18:47:22.184303,10_L2_UNIV10_miner_1025,0 days 00:00:04.061567
14,2022-05-04 18:47:36.584134,10_L2_UNIV10_miner_1025,0 days 00:00:04.175998
15,2022-05-04 18:47:50.972490,10_L2_UNIV10_miner_1025,0 days 00:00:04.127977
16,2022-05-04 18:48:05.162073,10_L2_UNIV10_miner_1025,0 days 00:00:04.155925
17,2022-05-04 18:48:19.552720,10_L2_UNIV10_miner_1025,0 days 00:00:04.094293
18,2022-05-04 18:48:33.592033,10_L2_UNIV10_miner_1025,0 days 00:00:04.123990
19,2022-05-04 18:48:47.795948,10_L2_UNIV10_miner_1025,0 days 00:00:04.100521
0,2022-05-04 18:44:16.134245,10_L2_UNIV10_miner_1024,0 days 00:00:04.452616
1,2022-05-04 18:44:30.512205,10_L2_UNIV10_miner_1024,0 days 00:00:04.286756
2,2022-05-04 18:44:44.717685,10_L2_UNIV10_miner_1024,0 days 00:00:04.194566
3,2022-05-04 18:44:59.019019,10_L2_UNIV10_miner_1024,0 days 00:00:04.206093
4,2022-05-04 18:45:13.349649,10_L2_UNIV10_miner_1024,0 days 00:00:04.279841
5,2022-05-04 18:45:27.665754,10_L2_UNIV10_miner_1024,0 days 00:00:04.212004
6,2022-05-04 18:45:42.125785,10_L2_UNIV10_miner_1024,0 days 00:00:04.377697
7,2022-05-04 18:45:56.222434,10_L2_UNIV10_miner_1024,0 days 00:00:04.294400
8,2022-05-04 18:46:10.644645,10_L2_UNIV10_miner_1024,0 days 00:00:04.355200
9,2022-05-04 18:46:25.045417,10_L2_UNIV10_miner_1024,0 days 00:00:04.308481
10,2022-05-04 18:46:39.296135,10_L2_UNIV10_miner_1024,0 days 00:00:04.146676
11,2022-05-04 18:46:53.672217,10_L2_UNIV10_miner_1024,0 days 00:00:04.420538
12,2022-05-04 18:47:08.003416,10_L2_UNIV10_miner_1024,0 days 00:00:04.289510
13,2022-05-04 18:47:22.348046,10_L2_UNIV10_miner_1024,0 days 00:00:04.225310
14,2022-05-04 18:47:36.726365,10_L2_UNIV10_miner_1024,0 days 00:00:04.318229
15,2022-05-04 18:47:51.121257,10_L2_UNIV10_miner_1024,0 days 00:00:04.276744
16,2022-05-04 18:48:05.290589,10_L2_UNIV10_miner_1024,0 days 00:00:04.284441
17,2022-05-04 18:48:19.709464,10_L2_UNIV10_miner_1024,0 days 00:00:04.251037
18,2022-05-04 18:48:33.721749,10_L2_UNIV10_miner_1024,0 days 00:00:04.253706
19,2022-05-04 18:48:47.927624,10_L2_UNIV10_miner_1024,0 days 00:00:04.232197
0,2022-05-04 18:44:16.249766,10_L2_UNIV10_miner_1023,0 days 00:00:04.568137
1,2022-05-04 18:44:30.676701,10_L2_UNIV10_miner_1023,0 days 00:00:04.451252
2,2022-05-04 18:44:44.869610,10_L2_UNIV10_miner_1023,0 days 00:00:04.346491
3,2022-05-04 18:44:59.180876,10_L2_UNIV10_miner_1023,0 days 00:00:04.367950
4,2022-05-04 18:45:13.489087,10_L2_UNIV10_miner_1023,0 days 00:00:04.419279
5,2022-05-04 18:45:27.810687,10_L2_UNIV10_miner_1023,0 days 00:00:04.356937
6,2022-05-04 18:45:42.246976,10_L2_UNIV10_miner_1023,0 days 00:00:04.498888
7,2022-05-04 18:45:56.380092,10_L2_UNIV10_miner_1023,0 days 00:00:04.452058
8,2022-05-04 18:46:10.794917,10_L2_UNIV10_miner_1023,0 days 00:00:04.505472
9,2022-05-04 18:46:25.173380,10_L2_UNIV10_miner_1023,0 days 00:00:04.436444
10,2022-05-04 18:46:39.458666,10_L2_UNIV10_miner_1023,0 days 00:00:04.309207
11,2022-05-04 18:46:53.827353,10_L2_UNIV10_miner_1023,0 days 00:00:04.575674
12,2022-05-04 18:47:08.169603,10_L2_UNIV10_miner_1023,0 days 00:00:04.455697
13,2022-05-04 18:47:22.484015,10_L2_UNIV10_miner_1023,0 days 00:00:04.361279
14,2022-05-04 18:47:36.859351,10_L2_UNIV10_miner_1023,0 days 00:00:04.451215
15,2022-05-04 18:47:51.265644,10_L2_UNIV10_miner_1023,0 days 00:00:04.421131
16,2022-05-04 18:48:05.427848,10_L2_UNIV10_miner_1023,0 days 00:00:04.421700
17,2022-05-04 18:48:19.847049,10_L2_UNIV10_miner_1023,0 days 00:00:04.388622
18,2022-05-04 18:48:33.867792,10_L2_UNIV10_miner_1023,0 days 00:00:04.399749
19,2022-05-04 18:48:48.045673,10_L2_UNIV10_miner_1023,0 days 00:00:04.350246
0,2022-05-04 18:44:16.373746,10_L2_UNIV10_miner_1022,0 days 00:00:04.692117
1,2022-05-04 18:44:30.828521,10_L2_UNIV10_miner_1022,0 days 00:00:04.603072
2,2022-05-04 18:44:45.019846,10_L2_UNIV10_miner_1022,0 days 00:00:04.496727
3,2022-05-04 18:44:59.304252,10_L2_UNIV10_miner_1022,0 days 00:00:04.491326
4,2022-05-04 18:45:13.629637,10_L2_UNIV10_miner_1022,0 days 00:00:04.559829
5,2022-05-04 18:45:27.964002,10_L2_UNIV10_miner_1022,0 days 00:00:04.510252
6,2022-05-04 18:45:42.406373,10_L2_UNIV10_miner_1022,0 days 00:00:04.658285
7,2022-05-04 18:45:56.495488,10_L2_UNIV10_miner_1022,0 days 00:00:04.567454
8,2022-05-04 18:46:10.964067,10_L2_UNIV10_miner_1022,0 days 00:00:04.674622
9,2022-05-04 18:46:25.328372,10_L2_UNIV10_miner_1022,0 days 00:00:04.591436
10,2022-05-04 18:46:39.588985,10_L2_UNIV10_miner_1022,0 days 00:00:04.439526
11,2022-05-04 18:46:53.976511,10_L2_UNIV10_miner_1022,0 days 00:00:04.724832
12,2022-05-04 18:47:08.294884,10_L2_UNIV10_miner_1022,0 days 00:00:04.580978
13,2022-05-04 18:47:22.621944,10_L2_UNIV10_miner_1022,0 days 00:00:04.499208
14,2022-05-04 18:47:36.996772,10_L2_UNIV10_miner_1022,0 days 00:00:04.588636
15,2022-05-04 18:47:51.406896,10_L2_UNIV10_miner_1022,0 days 00:00:04.562383
16,2022-05-04 18:48:05.572566,10_L2_UNIV10_miner_1022,0 days 00:00:04.566418
17,2022-05-04 18:48:19.985139,10_L2_UNIV10_miner_1022,0 days 00:00:04.526712
18,2022-05-04 18:48:34.015097,10_L2_UNIV10_miner_1022,0 days 00:00:04.547054
19,2022-05-04 18:48:48.190617,10_L2_UNIV10_miner_1022,0 days 00:00:04.495190
0,2022-05-04 18:44:16.496700,10_L2_UNIV10_miner_1021,0 days 00:00:04.815071
1,2022-05-04 18:44:30.980698,10_L2_UNIV10_miner_1021,0 days 00:00:04.755249
2,2022-05-04 18:44:45.148608,10_L2_UNIV10_miner_1021,0 days 00:00:04.625489
3,2022-05-04 18:44:59.430256,10_L2_UNIV10_miner_1021,0 days 00:00:04.617330
4,2022-05-04 18:45:13.761799,10_L2_UNIV10_miner_1021,0 days 00:00:04.691991
5,2022-05-04 18:45:28.096190,10_L2_UNIV10_miner_1021,0 days 00:00:04.642440
6,2022-05-04 18:45:42.548754,10_L2_UNIV10_miner_1021,0 days 00:00:04.800666
7,2022-05-04 18:45:56.631325,10_L2_UNIV10_miner_1021,0 days 00:00:04.703291
8,2022-05-04 18:46:11.111402,10_L2_UNIV10_miner_1021,0 days 00:00:04.821957
9,2022-05-04 18:46:25.483933,10_L2_UNIV10_miner_1021,0 days 00:00:04.746997
10,2022-05-04 18:46:39.719397,10_L2_UNIV10_miner_1021,0 days 00:00:04.569938
11,2022-05-04 18:46:54.095049,10_L2_UNIV10_miner_1021,0 days 00:00:04.843370
12,2022-05-04 18:47:08.455177,10_L2_UNIV10_miner_1021,0 days 00:00:04.741271
13,2022-05-04 18:47:22.748677,10_L2_UNIV10_miner_1021,0 days 00:00:04.625941
14,2022-05-04 18:47:37.156885,10_L2_UNIV10_miner_1021,0 days 00:00:04.748749
15,2022-05-04 18:47:51.524479,10_L2_UNIV10_miner_1021,0 days 00:00:04.679966
16,2022-05-04 18:48:05.703738,10_L2_UNIV10_miner_1021,0 days 00:00:04.697590
17,2022-05-04 18:48:20.109405,10_L2_UNIV10_miner_1021,0 days 00:00:04.650978
18,2022-05-04 18:48:34.162574,10_L2_UNIV10_miner_1021,0 days 00:00:04.694531
19,2022-05-04 18:48:48.332837,10_L2_UNIV10_miner_1021,0 days 00:00:04.637410
0,2022-05-04 18:44:16.648373,10_L2_UNIV10_miner_1020,0 days 00:00:04.966744
1,2022-05-04 18:44:31.118245,10_L2_UNIV10_miner_1020,0 days 00:00:04.892796
2,2022-05-04 18:44:45.282570,10_L2_UNIV10_miner_1020,0 days 00:00:04.759451
3,2022-05-04 18:44:59.556991,10_L2_UNIV10_miner_1020,0 days 00:00:04.744065
4,2022-05-04 18:45:13.914251,10_L2_UNIV10_miner_1020,0 days 00:00:04.844443
5,2022-05-04 18:45:28.237048,10_L2_UNIV10_miner_1020,0 days 00:00:04.783298
6,2022-05-04 18:45:42.705160,10_L2_UNIV10_miner_1020,0 days 00:00:04.957072
7,2022-05-04 18:45:56.753027,10_L2_UNIV10_miner_1020,0 days 00:00:04.824993
8,2022-05-04 18:46:11.251618,10_L2_UNIV10_miner_1020,0 days 00:00:04.962173
9,2022-05-04 18:46:25.629797,10_L2_UNIV10_miner_1020,0 days 00:00:04.892861
10,2022-05-04 18:46:39.866582,10_L2_UNIV10_miner_1020,0 days 00:00:04.717123
11,2022-05-04 18:46:54.236207,10_L2_UNIV10_miner_1020,0 days 00:00:04.984528
12,2022-05-04 18:47:08.607720,10_L2_UNIV10_miner_1020,0 days 00:00:04.893814
13,2022-05-04 18:47:22.860365,10_L2_UNIV10_miner_1020,0 days 00:00:04.737629
14,2022-05-04 18:47:37.318118,10_L2_UNIV10_miner_1020,0 days 00:00:04.909982
15,2022-05-04 18:47:51.669826,10_L2_UNIV10_miner_1020,0 days 00:00:04.825313
16,2022-05-04 18:48:05.842982,10_L2_UNIV10_miner_1020,0 days 00:00:04.836834
17,2022-05-04 18:48:20.238398,10_L2_UNIV10_miner_1020,0 days 00:00:04.779971
18,2022-05-04 18:48:34.300271,10_L2_UNIV10_miner_1020,0 days 00:00:04.832228
19,2022-05-04 18:48:48.500844,10_L2_UNIV10_miner_1020,0 days 00:00:04.805417
0,2022-05-04 18:44:16.774539,10_L2_UNIV10_miner_1019,0 days 00:00:05.092910
1,2022-05-04 18:44:31.253655,10_L2_UNIV10_miner_1019,0 days 00:00:05.028206
2,2022-05-04 18:44:45.432982,10_L2_UNIV10_miner_1019,0 days 00:00:04.909863
3,2022-05-04 18:44:59.680909,10_L2_UNIV10_miner_1019,0 days 00:00:04.867983
4,2022-05-04 18:45:14.043243,10_L2_UNIV10_miner_1019,0 days 00:00:04.973435
5,2022-05-04 18:45:28.390864,10_L2_UNIV10_miner_1019,0 days 00:00:04.937114
6,2022-05-04 18:45:42.841004,10_L2_UNIV10_miner_1019,0 days 00:00:05.092916
7,2022-05-04 18:45:56.893209,10_L2_UNIV10_miner_1019,0 days 00:00:04.965175
8,2022-05-04 18:46:11.364983,10_L2_UNIV10_miner_1019,0 days 00:00:05.075538
9,2022-05-04 18:46:25.761119,10_L2_UNIV10_miner_1019,0 days 00:00:05.024183
10,2022-05-04 18:46:39.989343,10_L2_UNIV10_miner_1019,0 days 00:00:04.839884
11,2022-05-04 18:46:54.381499,10_L2_UNIV10_miner_1019,0 days 00:00:05.129820
12,2022-05-04 18:47:08.771472,10_L2_UNIV10_miner_1019,0 days 00:00:05.057566
13,2022-05-04 18:47:23.004186,10_L2_UNIV10_miner_1019,0 days 00:00:04.881450
14,2022-05-04 18:47:37.449968,10_L2_UNIV10_miner_1019,0 days 00:00:05.041832
15,2022-05-04 18:47:51.780662,10_L2_UNIV10_miner_1019,0 days 00:00:04.936149
16,2022-05-04 18:48:05.972766,10_L2_UNIV10_miner_1019,0 days 00:00:04.966618
17,2022-05-04 18:48:20.355445,10_L2_UNIV10_miner_1019,0 days 00:00:04.897018
18,2022-05-04 18:48:34.427152,10_L2_UNIV10_miner_1019,0 days 00:00:04.959109
19,2022-05-04 18:48:48.629453,10_L2_UNIV10_miner_1019,0 days 00:00:04.934026
0,2022-05-04 18:44:16.923238,10_L2_UNIV10_miner_1018,0 days 00:00:05.241609
1,2022-05-04 18:44:31.372884,10_L2_UNIV10_miner_1018,0 days 00:00:05.147435
2,2022-05-04 18:44:45.564040,10_L2_UNIV10_miner_1018,0 days 00:00:05.040921
3,2022-05-04 18:44:59.813060,10_L2_UNIV10_miner_1018,0 days 00:00:05.000134
4,2022-05-04 18:45:14.191093,10_L2_UNIV10_miner_1018,0 days 00:00:05.121285
5,2022-05-04 18:45:28.511049,10_L2_UNIV10_miner_1018,0 days 00:00:05.057299
6,2022-05-04 18:45:42.990196,10_L2_UNIV10_miner_1018,0 days 00:00:05.242108
7,2022-05-04 18:45:57.012612,10_L2_UNIV10_miner_1018,0 days 00:00:05.084578
8,2022-05-04 18:46:11.516689,10_L2_UNIV10_miner_1018,0 days 00:00:05.227244
9,2022-05-04 18:46:25.898539,10_L2_UNIV10_miner_1018,0 days 00:00:05.161603
10,2022-05-04 18:46:40.148263,10_L2_UNIV10_miner_1018,0 days 00:00:04.998804
11,2022-05-04 18:46:54.506938,10_L2_UNIV10_miner_1018,0 days 00:00:05.255259
12,2022-05-04 18:47:08.905710,10_L2_UNIV10_miner_1018,0 days 00:00:05.191804
13,2022-05-04 18:47:23.155786,10_L2_UNIV10_miner_1018,0 days 00:00:05.033050
14,2022-05-04 18:47:37.580067,10_L2_UNIV10_miner_1018,0 days 00:00:05.171931
15,2022-05-04 18:47:51.915002,10_L2_UNIV10_miner_1018,0 days 00:00:05.070489
16,2022-05-04 18:48:06.115948,10_L2_UNIV10_miner_1018,0 days 00:00:05.109800
17,2022-05-04 18:48:20.477180,10_L2_UNIV10_miner_1018,0 days 00:00:05.018753
18,2022-05-04 18:48:34.543685,10_L2_UNIV10_miner_1018,0 days 00:00:05.075642
19,2022-05-04 18:48:48.769286,10_L2_UNIV10_miner_1018,0 days 00:00:05.073859
0,2022-05-04 18:44:17.054538,10_L2_UNIV10_miner_1017,0 days 00:00:05.372909
1,2022-05-04 18:44:31.524121,10_L2_UNIV10_miner_1017,0 days 00:00:05.298672
2,2022-05-04 18:44:45.698537,10_L2_UNIV10_miner_1017,0 days 00:00:05.175418
3,2022-05-04 18:44:59.954461,10_L2_UNIV10_miner_1017,0 days 00:00:05.141535
4,2022-05-04 18:45:14.353601,10_L2_UNIV10_miner_1017,0 days 00:00:05.283793
5,2022-05-04 18:45:28.633318,10_L2_UNIV10_miner_1017,0 days 00:00:05.179568
6,2022-05-04 18:45:43.111089,10_L2_UNIV10_miner_1017,0 days 00:00:05.363001
7,2022-05-04 18:45:57.155267,10_L2_UNIV10_miner_1017,0 days 00:00:05.227233
8,2022-05-04 18:46:11.647193,10_L2_UNIV10_miner_1017,0 days 00:00:05.357748
9,2022-05-04 18:46:26.031185,10_L2_UNIV10_miner_1017,0 days 00:00:05.294249
10,2022-05-04 18:46:40.289688,10_L2_UNIV10_miner_1017,0 days 00:00:05.140229
11,2022-05-04 18:46:54.644036,10_L2_UNIV10_miner_1017,0 days 00:00:05.392357
12,2022-05-04 18:47:09.043064,10_L2_UNIV10_miner_1017,0 days 00:00:05.329158
13,2022-05-04 18:47:23.268908,10_L2_UNIV10_miner_1017,0 days 00:00:05.146172
14,2022-05-04 18:47:37.702969,10_L2_UNIV10_miner_1017,0 days 00:00:05.294833
15,2022-05-04 18:47:52.040543,10_L2_UNIV10_miner_1017,0 days 00:00:05.196030
16,2022-05-04 18:48:06.241208,10_L2_UNIV10_miner_1017,0 days 00:00:05.235060
17,2022-05-04 18:48:20.633400,10_L2_UNIV10_miner_1017,0 days 00:00:05.174973
18,2022-05-04 18:48:34.660489,10_L2_UNIV10_miner_1017,0 days 00:00:05.192446
19,2022-05-04 18:48:48.909326,10_L2_UNIV10_miner_1017,0 days 00:00:05.213899
0,2022-05-04 18:44:17.199293,10_L2_UNIV10_miner_1016,0 days 00:00:05.517664
1,2022-05-04 18:44:31.651253,10_L2_UNIV10_miner_1016,0 days 00:00:05.425804
2,2022-05-04 18:44:45.816140,10_L2_UNIV10_miner_1016,0 days 00:00:05.293021
3,2022-05-04 18:45:00.117688,10_L2_UNIV10_miner_1016,0 days 00:00:05.304762
4,2022-05-04 18:45:14.481363,10_L2_UNIV10_miner_1016,0 days 00:00:05.411555
5,2022-05-04 18:45:28.785903,10_L2_UNIV10_miner_1016,0 days 00:00:05.332153
6,2022-05-04 18:45:43.244074,10_L2_UNIV10_miner_1016,0 days 00:00:05.495986
7,2022-05-04 18:45:57.312012,10_L2_UNIV10_miner_1016,0 days 00:00:05.383978
8,2022-05-04 18:46:11.777336,10_L2_UNIV10_miner_1016,0 days 00:00:05.487891
9,2022-05-04 18:46:26.179103,10_L2_UNIV10_miner_1016,0 days 00:00:05.442167
10,2022-05-04 18:46:40.403285,10_L2_UNIV10_miner_1016,0 days 00:00:05.253826
11,2022-05-04 18:46:54.776123,10_L2_UNIV10_miner_1016,0 days 00:00:05.524444
12,2022-05-04 18:47:09.177210,10_L2_UNIV10_miner_1016,0 days 00:00:05.463304
13,2022-05-04 18:47:23.418793,10_L2_UNIV10_miner_1016,0 days 00:00:05.296057
14,2022-05-04 18:47:37.843138,10_L2_UNIV10_miner_1016,0 days 00:00:05.435002
15,2022-05-04 18:47:52.161074,10_L2_UNIV10_miner_1016,0 days 00:00:05.316561
16,2022-05-04 18:48:06.389419,10_L2_UNIV10_miner_1016,0 days 00:00:05.383271
17,2022-05-04 18:48:20.757438,10_L2_UNIV10_miner_1016,0 days 00:00:05.299011
18,2022-05-04 18:48:34.803298,10_L2_UNIV10_miner_1016,0 days 00:00:05.335255
19,2022-05-04 18:48:49.053656,10_L2_UNIV10_miner_1016,0 days 00:00:05.358229
0,2022-05-04 18:44:17.323804,10_L2_UNIV10_miner_1015,0 days 00:00:05.642175
1,2022-05-04 18:44:31.772248,10_L2_UNIV10_miner_1015,0 days 00:00:05.546799
2,2022-05-04 18:44:45.958014,10_L2_UNIV10_miner_1015,0 days 00:00:05.434895
3,2022-05-04 18:45:00.271496,10_L2_UNIV10_miner_1015,0 days 00:00:05.458570
4,2022-05-04 18:45:14.599387,10_L2_UNIV10_miner_1015,0 days 00:00:05.529579
5,2022-05-04 18:45:28.926336,10_L2_UNIV10_miner_1015,0 days 00:00:05.472586
6,2022-05-04 18:45:43.392642,10_L2_UNIV10_miner_1015,0 days 00:00:05.644554
7,2022-05-04 18:45:57.460729,10_L2_UNIV10_miner_1015,0 days 00:00:05.532695
8,2022-05-04 18:46:11.922966,10_L2_UNIV10_miner_1015,0 days 00:00:05.633521
9,2022-05-04 18:46:26.345513,10_L2_UNIV10_miner_1015,0 days 00:00:05.608577
10,2022-05-04 18:46:40.556433,10_L2_UNIV10_miner_1015,0 days 00:00:05.406974
11,2022-05-04 18:46:54.912597,10_L2_UNIV10_miner_1015,0 days 00:00:05.660918
12,2022-05-04 18:47:09.328429,10_L2_UNIV10_miner_1015,0 days 00:00:05.614523
13,2022-05-04 18:47:23.569803,10_L2_UNIV10_miner_1015,0 days 00:00:05.447067
14,2022-05-04 18:47:37.982712,10_L2_UNIV10_miner_1015,0 days 00:00:05.574576
15,2022-05-04 18:47:52.325468,10_L2_UNIV10_miner_1015,0 days 00:00:05.480955
16,2022-05-04 18:48:06.528300,10_L2_UNIV10_miner_1015,0 days 00:00:05.522152
