blockGenerator,time
15_L2_UNIV15_miner_152,2022-05-04 21:57:55.549553
15_L2_UNIV15_miner_152,2022-05-04 21:58:09.822869
15_L2_UNIV15_miner_152,2022-05-04 21:58:23.942925
15_L2_UNIV15_miner_152,2022-05-04 21:58:38.146810
15_L2_UNIV15_miner_152,2022-05-04 21:58:52.623789
15_L2_UNIV15_miner_152,2022-05-04 21:59:06.771547
15_L2_UNIV15_miner_151,2022-05-04 21:59:21.207461
15_L2_UNIV15_miner_152,2022-05-04 21:59:35.883871
15_L2_UNIV15_miner_152,2022-05-04 21:59:50.391522
15_L2_UNIV15_miner_151,2022-05-04 22:00:04.849240
15_L2_UNIV15_miner_152,2022-05-04 22:00:19.169325
15_L2_UNIV15_miner_152,2022-05-04 22:00:33.617290
15_L2_UNIV15_miner_152,2022-05-04 22:00:48.116994
15_L2_UNIV15_miner_152,2022-05-04 22:01:02.445304
15_L2_UNIV15_miner_151,2022-05-04 22:01:16.667940
15_L2_UNIV15_miner_151,2022-05-04 22:01:31.075559
15_L2_UNIV15_miner_152,2022-05-04 22:01:45.479959
15_L2_UNIV15_miner_152,2022-05-04 22:02:00.085218
15_L2_UNIV15_miner_151,2022-05-04 22:02:14.485764
15_L2_UNIV15_miner_152,2022-05-04 22:02:28.880588
15_L2_UNIV15_miner_152,2022-05-04 22:02:43.185499
blockNum,time,hosts,delta
1,2022-05-04 21:58:15.471774,10_L2_UNIV10_miner_1014,0 days 00:00:05.648905
2,2022-05-04 21:58:29.593189,10_L2_UNIV10_miner_1014,0 days 00:00:05.650264
3,2022-05-04 21:58:43.896985,10_L2_UNIV10_miner_1014,0 days 00:00:05.750175
4,2022-05-04 21:58:58.107093,10_L2_UNIV10_miner_1014,0 days 00:00:05.483304
5,2022-05-04 21:59:12.496733,10_L2_UNIV10_miner_1014,0 days 00:00:05.725186
6,2022-05-04 21:59:26.950924,10_L2_UNIV10_miner_1014,0 days 00:00:05.743463
7,2022-05-04 21:59:41.622115,10_L2_UNIV10_miner_1014,0 days 00:00:05.738244
8,2022-05-04 21:59:56.014047,10_L2_UNIV10_miner_1014,0 days 00:00:05.622525
9,2022-05-04 22:00:10.422885,10_L2_UNIV10_miner_1014,0 days 00:00:05.573645
10,2022-05-04 22:00:24.840936,10_L2_UNIV10_miner_1014,0 days 00:00:05.671611
11,2022-05-04 22:00:39.373705,10_L2_UNIV10_miner_1014,0 days 00:00:05.756415
12,2022-05-04 22:00:53.825699,10_L2_UNIV10_miner_1014,0 days 00:00:05.708705
13,2022-05-04 22:01:08.160517,10_L2_UNIV10_miner_1014,0 days 00:00:05.715213
14,2022-05-04 22:01:22.448551,10_L2_UNIV10_miner_1014,0 days 00:00:05.780611
15,2022-05-04 22:01:36.775528,10_L2_UNIV10_miner_1014,0 days 00:00:05.699969
16,2022-05-04 22:01:51.303279,10_L2_UNIV10_miner_1014,0 days 00:00:05.823320
17,2022-05-04 22:02:05.786140,10_L2_UNIV10_miner_1014,0 days 00:00:05.700922
18,2022-05-04 22:02:20.197826,10_L2_UNIV10_miner_1014,0 days 00:00:05.712062
19,2022-05-04 22:02:34.560927,10_L2_UNIV10_miner_1014,0 days 00:00:05.680339
0,2022-05-04 21:58:01.338416,10_L2_UNIV10_miner_1013,0 days 00:00:05.788863
1,2022-05-04 21:58:15.618364,10_L2_UNIV10_miner_1013,0 days 00:00:05.795495
2,2022-05-04 21:58:29.714629,10_L2_UNIV10_miner_1013,0 days 00:00:05.771704
3,2022-05-04 21:58:44.062975,10_L2_UNIV10_miner_1013,0 days 00:00:05.916165
4,2022-05-04 21:58:58.249991,10_L2_UNIV10_miner_1013,0 days 00:00:05.626202
5,2022-05-04 21:59:12.656387,10_L2_UNIV10_miner_1013,0 days 00:00:05.884840
6,2022-05-04 21:59:27.071751,10_L2_UNIV10_miner_1013,0 days 00:00:05.864290
7,2022-05-04 21:59:41.775138,10_L2_UNIV10_miner_1013,0 days 00:00:05.891267
8,2022-05-04 21:59:56.169099,10_L2_UNIV10_miner_1013,0 days 00:00:05.777577
9,2022-05-04 22:00:10.565460,10_L2_UNIV10_miner_1013,0 days 00:00:05.716220
10,2022-05-04 22:00:25.000618,10_L2_UNIV10_miner_1013,0 days 00:00:05.831293
11,2022-05-04 22:00:39.520759,10_L2_UNIV10_miner_1013,0 days 00:00:05.903469
12,2022-05-04 22:00:53.953164,10_L2_UNIV10_miner_1013,0 days 00:00:05.836170
13,2022-05-04 22:01:08.297146,10_L2_UNIV10_miner_1013,0 days 00:00:05.851842
14,2022-05-04 22:01:22.604001,10_L2_UNIV10_miner_1013,0 days 00:00:05.936061
15,2022-05-04 22:01:36.913302,10_L2_UNIV10_miner_1013,0 days 00:00:05.837743
16,2022-05-04 22:01:51.469811,10_L2_UNIV10_miner_1013,0 days 00:00:05.989852
17,2022-05-04 22:02:05.913254,10_L2_UNIV10_miner_1013,0 days 00:00:05.828036
18,2022-05-04 22:02:20.336184,10_L2_UNIV10_miner_1013,0 days 00:00:05.850420
19,2022-05-04 22:02:34.713029,10_L2_UNIV10_miner_1013,0 days 00:00:05.832441
0,2022-05-04 21:58:01.483816,10_L2_UNIV10_miner_1012,0 days 00:00:05.934263
1,2022-05-04 21:58:15.751185,10_L2_UNIV10_miner_1012,0 days 00:00:05.928316
2,2022-05-04 21:58:29.830194,10_L2_UNIV10_miner_1012,0 days 00:00:05.887269
3,2022-05-04 21:58:44.201768,10_L2_UNIV10_miner_1012,0 days 00:00:06.054958
4,2022-05-04 21:58:58.385931,10_L2_UNIV10_miner_1012,0 days 00:00:05.762142
5,2022-05-04 21:59:12.786893,10_L2_UNIV10_miner_1012,0 days 00:00:06.015346
6,2022-05-04 21:59:27.216862,10_L2_UNIV10_miner_1012,0 days 00:00:06.009401
7,2022-05-04 21:59:41.908658,10_L2_UNIV10_miner_1012,0 days 00:00:06.024787
8,2022-05-04 21:59:56.307705,10_L2_UNIV10_miner_1012,0 days 00:00:05.916183
9,2022-05-04 22:00:10.714584,10_L2_UNIV10_miner_1012,0 days 00:00:05.865344
10,2022-05-04 22:00:25.129052,10_L2_UNIV10_miner_1012,0 days 00:00:05.959727
11,2022-05-04 22:00:39.645180,10_L2_UNIV10_miner_1012,0 days 00:00:06.027890
12,2022-05-04 22:00:54.105682,10_L2_UNIV10_miner_1012,0 days 00:00:05.988688
13,2022-05-04 22:01:08.452104,10_L2_UNIV10_miner_1012,0 days 00:00:06.006800
14,2022-05-04 22:01:22.773033,10_L2_UNIV10_miner_1012,0 days 00:00:06.105093
15,2022-05-04 22:01:37.050751,10_L2_UNIV10_miner_1012,0 days 00:00:05.975192
16,2022-05-04 22:01:51.591951,10_L2_UNIV10_miner_1012,0 days 00:00:06.111992
17,2022-05-04 22:02:06.052289,10_L2_UNIV10_miner_1012,0 days 00:00:05.967071
18,2022-05-04 22:02:20.459206,10_L2_UNIV10_miner_1012,0 days 00:00:05.973442
19,2022-05-04 22:02:34.840184,10_L2_UNIV10_miner_1012,0 days 00:00:05.959596
0,2022-05-04 21:58:01.638429,10_L2_UNIV10_miner_1011,0 days 00:00:06.088876
1,2022-05-04 21:58:15.861452,10_L2_UNIV10_miner_1011,0 days 00:00:06.038583
2,2022-05-04 21:58:29.991057,10_L2_UNIV10_miner_1011,0 days 00:00:06.048132
3,2022-05-04 21:58:44.340576,10_L2_UNIV10_miner_1011,0 days 00:00:06.193766
4,2022-05-04 21:58:58.540076,10_L2_UNIV10_miner_1011,0 days 00:00:05.916287
5,2022-05-04 21:59:12.945052,10_L2_UNIV10_miner_1011,0 days 00:00:06.173505
6,2022-05-04 21:59:27.339644,10_L2_UNIV10_miner_1011,0 days 00:00:06.132183
7,2022-05-04 21:59:42.061086,10_L2_UNIV10_miner_1011,0 days 00:00:06.177215
8,2022-05-04 21:59:56.453615,10_L2_UNIV10_miner_1011,0 days 00:00:06.062093
9,2022-05-04 22:00:10.840295,10_L2_UNIV10_miner_1011,0 days 00:00:05.991055
10,2022-05-04 22:00:25.268159,10_L2_UNIV10_miner_1011,0 days 00:00:06.098834
11,2022-05-04 22:00:39.796676,10_L2_UNIV10_miner_1011,0 days 00:00:06.179386
12,2022-05-04 22:00:54.249721,10_L2_UNIV10_miner_1011,0 days 00:00:06.132727
13,2022-05-04 22:01:08.591504,10_L2_UNIV10_miner_1011,0 days 00:00:06.146200
14,2022-05-04 22:01:22.912672,10_L2_UNIV10_miner_1011,0 days 00:00:06.244732
15,2022-05-04 22:01:37.187788,10_L2_UNIV10_miner_1011,0 days 00:00:06.112229
16,2022-05-04 22:01:51.696017,10_L2_UNIV10_miner_1011,0 days 00:00:06.216058
17,2022-05-04 22:02:06.187523,10_L2_UNIV10_miner_1011,0 days 00:00:06.102305
18,2022-05-04 22:02:20.600283,10_L2_UNIV10_miner_1011,0 days 00:00:06.114519
19,2022-05-04 22:02:35.003905,10_L2_UNIV10_miner_1011,0 days 00:00:06.123317
0,2022-05-04 21:58:01.794774,10_L2_UNIV10_miner_1010,0 days 00:00:06.245221
1,2022-05-04 21:58:15.989692,10_L2_UNIV10_miner_1010,0 days 00:00:06.166823
2,2022-05-04 21:58:30.113657,10_L2_UNIV10_miner_1010,0 days 00:00:06.170732
3,2022-05-04 21:58:44.498973,10_L2_UNIV10_miner_1010,0 days 00:00:06.352163
4,2022-05-04 21:58:58.697904,10_L2_UNIV10_miner_1010,0 days 00:00:06.074115
5,2022-05-04 21:59:13.108269,10_L2_UNIV10_miner_1010,0 days 00:00:06.336722
6,2022-05-04 21:59:27.495683,10_L2_UNIV10_miner_1010,0 days 00:00:06.288222
7,2022-05-04 21:59:42.221191,10_L2_UNIV10_miner_1010,0 days 00:00:06.337320
8,2022-05-04 21:59:56.600920,10_L2_UNIV10_miner_1010,0 days 00:00:06.209398
9,2022-05-04 22:00:10.997736,10_L2_UNIV10_miner_1010,0 days 00:00:06.148496
10,2022-05-04 22:00:25.387857,10_L2_UNIV10_miner_1010,0 days 00:00:06.218532
11,2022-05-04 22:00:39.943779,10_L2_UNIV10_miner_1010,0 days 00:00:06.326489
12,2022-05-04 22:00:54.377433,10_L2_UNIV10_miner_1010,0 days 00:00:06.260439
13,2022-05-04 22:01:08.713472,10_L2_UNIV10_miner_1010,0 days 00:00:06.268168
14,2022-05-04 22:01:23.045427,10_L2_UNIV10_miner_1010,0 days 00:00:06.377487
15,2022-05-04 22:01:37.335105,10_L2_UNIV10_miner_1010,0 days 00:00:06.259546
16,2022-05-04 22:01:51.849504,10_L2_UNIV10_miner_1010,0 days 00:00:06.369545
17,2022-05-04 22:02:06.337051,10_L2_UNIV10_miner_1010,0 days 00:00:06.251833
18,2022-05-04 22:02:20.748756,10_L2_UNIV10_miner_1010,0 days 00:00:06.262992
19,2022-05-04 22:02:35.157851,10_L2_UNIV10_miner_1010,0 days 00:00:06.277263
0,2022-05-04 21:58:01.933911,10_L2_UNIV10_miner_109,0 days 00:00:06.384358
1,2022-05-04 21:58:16.135323,10_L2_UNIV10_miner_109,0 days 00:00:06.312454
2,2022-05-04 21:58:30.266504,10_L2_UNIV10_miner_109,0 days 00:00:06.323579
3,2022-05-04 21:58:44.633377,10_L2_UNIV10_miner_109,0 days 00:00:06.486567
4,2022-05-04 21:58:58.841141,10_L2_UNIV10_miner_109,0 days 00:00:06.217352
5,2022-05-04 21:59:13.238365,10_L2_UNIV10_miner_109,0 days 00:00:06.466818
6,2022-05-04 21:59:27.631333,10_L2_UNIV10_miner_109,0 days 00:00:06.423872
7,2022-05-04 21:59:42.373422,10_L2_UNIV10_miner_109,0 days 00:00:06.489551
8,2022-05-04 21:59:56.748054,10_L2_UNIV10_miner_109,0 days 00:00:06.356532
9,2022-05-04 22:00:11.126747,10_L2_UNIV10_miner_109,0 days 00:00:06.277507
10,2022-05-04 22:00:25.513455,10_L2_UNIV10_miner_109,0 days 00:00:06.344130
11,2022-05-04 22:00:40.079845,10_L2_UNIV10_miner_109,0 days 00:00:06.462555
12,2022-05-04 22:00:54.495133,10_L2_UNIV10_miner_109,0 days 00:00:06.378139
13,2022-05-04 22:01:08.855395,10_L2_UNIV10_miner_109,0 days 00:00:06.410091
14,2022-05-04 22:01:23.205651,10_L2_UNIV10_miner_109,0 days 00:00:06.537711
15,2022-05-04 22:01:37.464412,10_L2_UNIV10_miner_109,0 days 00:00:06.388853
16,2022-05-04 22:01:51.990528,10_L2_UNIV10_miner_109,0 days 00:00:06.510569
17,2022-05-04 22:02:06.491438,10_L2_UNIV10_miner_109,0 days 00:00:06.406220
18,2022-05-04 22:02:20.902087,10_L2_UNIV10_miner_109,0 days 00:00:06.416323
19,2022-05-04 22:02:35.315305,10_L2_UNIV10_miner_109,0 days 00:00:06.434717
0,2022-05-04 21:58:02.089200,10_L2_UNIV10_miner_108,0 days 00:00:06.539647
1,2022-05-04 21:58:16.285165,10_L2_UNIV10_miner_108,0 days 00:00:06.462296
2,2022-05-04 21:58:30.413300,10_L2_UNIV10_miner_108,0 days 00:00:06.470375
3,2022-05-04 21:58:44.755077,10_L2_UNIV10_miner_108,0 days 00:00:06.608267
4,2022-05-04 21:58:58.996333,10_L2_UNIV10_miner_108,0 days 00:00:06.372544
5,2022-05-04 21:59:13.359837,10_L2_UNIV10_miner_108,0 days 00:00:06.588290
6,2022-05-04 21:59:27.749012,10_L2_UNIV10_miner_108,0 days 00:00:06.541551
7,2022-05-04 21:59:42.520688,10_L2_UNIV10_miner_108,0 days 00:00:06.636817
8,2022-05-04 21:59:56.881421,10_L2_UNIV10_miner_108,0 days 00:00:06.489899
9,2022-05-04 22:00:11.279914,10_L2_UNIV10_miner_108,0 days 00:00:06.430674
10,2022-05-04 22:00:25.642958,10_L2_UNIV10_miner_108,0 days 00:00:06.473633
11,2022-05-04 22:00:40.217200,10_L2_UNIV10_miner_108,0 days 00:00:06.599910
12,2022-05-04 22:00:54.624457,10_L2_UNIV10_miner_108,0 days 00:00:06.507463
13,2022-05-04 22:01:08.977688,10_L2_UNIV10_miner_108,0 days 00:00:06.532384
14,2022-05-04 22:01:23.359949,10_L2_UNIV10_miner_108,0 days 00:00:06.692009
15,2022-05-04 22:01:37.623058,10_L2_UNIV10_miner_108,0 days 00:00:06.547499
16,2022-05-04 22:01:52.116338,10_L2_UNIV10_miner_108,0 days 00:00:06.636379
17,2022-05-04 22:02:06.619192,10_L2_UNIV10_miner_108,0 days 00:00:06.533974
18,2022-05-04 22:02:21.029061,10_L2_UNIV10_miner_108,0 days 00:00:06.543297
19,2022-05-04 22:02:35.458563,10_L2_UNIV10_miner_108,0 days 00:00:06.577975
0,2022-05-04 21:58:02.211671,10_L2_UNIV10_miner_107,0 days 00:00:06.662118
1,2022-05-04 21:58:16.417589,10_L2_UNIV10_miner_107,0 days 00:00:06.594720
2,2022-05-04 21:58:30.561114,10_L2_UNIV10_miner_107,0 days 00:00:06.618189
3,2022-05-04 21:58:44.877379,10_L2_UNIV10_miner_107,0 days 00:00:06.730569
4,2022-05-04 21:58:59.131050,10_L2_UNIV10_miner_107,0 days 00:00:06.507261
5,2022-05-04 21:59:13.503699,10_L2_UNIV10_miner_107,0 days 00:00:06.732152
6,2022-05-04 21:59:27.866754,10_L2_UNIV10_miner_107,0 days 00:00:06.659293
7,2022-05-04 21:59:42.648809,10_L2_UNIV10_miner_107,0 days 00:00:06.764938
8,2022-05-04 21:59:57.043433,10_L2_UNIV10_miner_107,0 days 00:00:06.651911
9,2022-05-04 22:00:11.433334,10_L2_UNIV10_miner_107,0 days 00:00:06.584094
10,2022-05-04 22:00:25.804997,10_L2_UNIV10_miner_107,0 days 00:00:06.635672
11,2022-05-04 22:00:40.345503,10_L2_UNIV10_miner_107,0 days 00:00:06.728213
12,2022-05-04 22:00:54.747580,10_L2_UNIV10_miner_107,0 days 00:00:06.630586
13,2022-05-04 22:01:09.123110,10_L2_UNIV10_miner_107,0 days 00:00:06.677806
14,2022-05-04 22:01:23.487563,10_L2_UNIV10_miner_107,0 days 00:00:06.819623
15,2022-05-04 22:01:37.790230,10_L2_UNIV10_miner_107,0 days 00:00:06.714671
16,2022-05-04 22:01:52.230886,10_L2_UNIV10_miner_107,0 days 00:00:06.750927
17,2022-05-04 22:02:06.775835,10_L2_UNIV10_miner_107,0 days 00:00:06.690617
18,2022-05-04 22:02:21.175655,10_L2_UNIV10_miner_107,0 days 00:00:06.689891
19,2022-05-04 22:02:35.615865,10_L2_UNIV10_miner_107,0 days 00:00:06.735277
0,2022-05-04 21:58:02.344986,10_L2_UNIV10_miner_106,0 days 00:00:06.795433
1,2022-05-04 21:58:16.555201,10_L2_UNIV10_miner_106,0 days 00:00:06.732332
2,2022-05-04 21:58:30.714307,10_L2_UNIV10_miner_106,0 days 00:00:06.771382
3,2022-05-04 21:58:45.013267,10_L2_UNIV10_miner_106,0 days 00:00:06.866457
4,2022-05-04 21:58:59.278893,10_L2_UNIV10_miner_106,0 days 00:00:06.655104
5,2022-05-04 21:59:13.637640,10_L2_UNIV10_miner_106,0 days 00:00:06.866093
6,2022-05-04 21:59:28.048947,10_L2_UNIV10_miner_106,0 days 00:00:06.841486
7,2022-05-04 21:59:42.772442,10_L2_UNIV10_miner_106,0 days 00:00:06.888571
8,2022-05-04 21:59:57.204434,10_L2_UNIV10_miner_106,0 days 00:00:06.812912
9,2022-05-04 22:00:11.555487,10_L2_UNIV10_miner_106,0 days 00:00:06.706247
10,2022-05-04 22:00:25.923017,10_L2_UNIV10_miner_106,0 days 00:00:06.753692
11,2022-05-04 22:00:40.493222,10_L2_UNIV10_miner_106,0 days 00:00:06.875932
12,2022-05-04 22:00:54.895178,10_L2_UNIV10_miner_106,0 days 00:00:06.778184
13,2022-05-04 22:01:09.250305,10_L2_UNIV10_miner_106,0 days 00:00:06.805001
14,2022-05-04 22:01:23.624733,10_L2_UNIV10_miner_106,0 days 00:00:06.956793
15,2022-05-04 22:01:37.955693,10_L2_UNIV10_miner_106,0 days 00:00:06.880134
16,2022-05-04 22:01:52.366908,10_L2_UNIV10_miner_106,0 days 00:00:06.886949
17,2022-05-04 22:02:06.905989,10_L2_UNIV10_miner_106,0 days 00:00:06.820771
18,2022-05-04 22:02:21.349552,10_L2_UNIV10_miner_106,0 days 00:00:06.863788
19,2022-05-04 22:02:35.756898,10_L2_UNIV10_miner_106,0 days 00:00:06.876310
0,2022-05-04 21:58:02.493442,10_L2_UNIV10_miner_105,0 days 00:00:06.943889
1,2022-05-04 21:58:16.714935,10_L2_UNIV10_miner_105,0 days 00:00:06.892066
2,2022-05-04 21:58:30.872539,10_L2_UNIV10_miner_105,0 days 00:00:06.929614
3,2022-05-04 21:58:45.159681,10_L2_UNIV10_miner_105,0 days 00:00:07.012871
4,2022-05-04 21:58:59.407932,10_L2_UNIV10_miner_105,0 days 00:00:06.784143
5,2022-05-04 21:59:13.781749,10_L2_UNIV10_miner_105,0 days 00:00:07.010202
6,2022-05-04 21:59:28.177218,10_L2_UNIV10_miner_105,0 days 00:00:06.969757
7,2022-05-04 21:59:42.914894,10_L2_UNIV10_miner_105,0 days 00:00:07.031023
8,2022-05-04 21:59:57.337009,10_L2_UNIV10_miner_105,0 days 00:00:06.945487
9,2022-05-04 22:00:11.714477,10_L2_UNIV10_miner_105,0 days 00:00:06.865237
10,2022-05-04 22:00:26.088363,10_L2_UNIV10_miner_105,0 days 00:00:06.919038
11,2022-05-04 22:00:40.647137,10_L2_UNIV10_miner_105,0 days 00:00:07.029847
12,2022-05-04 22:00:55.037067,10_L2_UNIV10_miner_105,0 days 00:00:06.920073
13,2022-05-04 22:01:09.377443,10_L2_UNIV10_miner_105,0 days 00:00:06.932139
14,2022-05-04 22:01:23.781811,10_L2_UNIV10_miner_105,0 days 00:00:07.113871
15,2022-05-04 22:01:38.096608,10_L2_UNIV10_miner_105,0 days 00:00:07.021049
16,2022-05-04 22:01:52.505707,10_L2_UNIV10_miner_105,0 days 00:00:07.025748
17,2022-05-04 22:02:07.062199,10_L2_UNIV10_miner_105,0 days 00:00:06.976981
18,2022-05-04 22:02:21.495485,10_L2_UNIV10_miner_105,0 days 00:00:07.009721
19,2022-05-04 22:02:35.885898,10_L2_UNIV10_miner_105,0 days 00:00:07.005310
0,2022-05-04 21:58:02.612275,10_L2_UNIV10_miner_104,0 days 00:00:07.062722
1,2022-05-04 21:58:16.856454,10_L2_UNIV10_miner_104,0 days 00:00:07.033585
2,2022-05-04 21:58:31.021476,10_L2_UNIV10_miner_104,0 days 00:00:07.078551
3,2022-05-04 21:58:45.313779,10_L2_UNIV10_miner_104,0 days 00:00:07.166969
4,2022-05-04 21:58:59.564637,10_L2_UNIV10_miner_104,0 days 00:00:06.940848
5,2022-05-04 21:59:13.939659,10_L2_UNIV10_miner_104,0 days 00:00:07.168112
6,2022-05-04 21:59:28.324925,10_L2_UNIV10_miner_104,0 days 00:00:07.117464
7,2022-05-04 21:59:43.068335,10_L2_UNIV10_miner_104,0 days 00:00:07.184464
8,2022-05-04 21:59:57.468288,10_L2_UNIV10_miner_104,0 days 00:00:07.076766
9,2022-05-04 22:00:11.863841,10_L2_UNIV10_miner_104,0 days 00:00:07.014601
10,2022-05-04 22:00:26.242069,10_L2_UNIV10_miner_104,0 days 00:00:07.072744
11,2022-05-04 22:00:40.797073,10_L2_UNIV10_miner_104,0 days 00:00:07.179783
12,2022-05-04 22:00:55.162197,10_L2_UNIV10_miner_104,0 days 00:00:07.045203
13,2022-05-04 22:01:09.527981,10_L2_UNIV10_miner_104,0 days 00:00:07.082677
14,2022-05-04 22:01:23.911865,10_L2_UNIV10_miner_104,0 days 00:00:07.243925
15,2022-05-04 22:01:38.247529,10_L2_UNIV10_miner_104,0 days 00:00:07.171970
16,2022-05-04 22:01:52.637281,10_L2_UNIV10_miner_104,0 days 00:00:07.157322
17,2022-05-04 22:02:07.197882,10_L2_UNIV10_miner_104,0 days 00:00:07.112664
18,2022-05-04 22:02:21.647382,10_L2_UNIV10_miner_104,0 days 00:00:07.161618
19,2022-05-04 22:02:36.037071,10_L2_UNIV10_miner_104,0 days 00:00:07.156483
0,2022-05-04 21:58:02.758193,10_L2_UNIV10_miner_103,0 days 00:00:07.208640
1,2022-05-04 21:58:17.026460,10_L2_UNIV10_miner_103,0 days 00:00:07.203591
2,2022-05-04 21:58:31.167296,10_L2_UNIV10_miner_103,0 days 00:00:07.224371
3,2022-05-04 21:58:45.460740,10_L2_UNIV10_miner_103,0 days 00:00:07.313930
4,2022-05-04 21:58:59.700175,10_L2_UNIV10_miner_103,0 days 00:00:07.076386
5,2022-05-04 21:59:14.102000,10_L2_UNIV10_miner_103,0 days 00:00:07.330453
6,2022-05-04 21:59:28.466831,10_L2_UNIV10_miner_103,0 days 00:00:07.259370
7,2022-05-04 21:59:43.221118,10_L2_UNIV10_miner_103,0 days 00:00:07.337247
8,2022-05-04 21:59:57.616721,10_L2_UNIV10_miner_103,0 days 00:00:07.225199
9,2022-05-04 22:00:12.025197,10_L2_UNIV10_miner_103,0 days 00:00:07.175957
10,2022-05-04 22:00:26.390464,10_L2_UNIV10_miner_103,0 days 00:00:07.221139
11,2022-05-04 22:00:40.930649,10_L2_UNIV10_miner_103,0 days 00:00:07.313359
12,2022-05-04 22:00:55.292079,10_L2_UNIV10_miner_103,0 days 00:00:07.175085
13,2022-05-04 22:01:09.679407,10_L2_UNIV10_miner_103,0 days 00:00:07.234103
14,2022-05-04 22:01:24.054631,10_L2_UNIV10_miner_103,0 days 00:00:07.386691
15,2022-05-04 22:01:38.413887,10_L2_UNIV10_miner_103,0 days 00:00:07.338328
16,2022-05-04 22:01:52.774302,10_L2_UNIV10_miner_103,0 days 00:00:07.294343
17,2022-05-04 22:02:07.346478,10_L2_UNIV10_miner_103,0 days 00:00:07.261260
18,2022-05-04 22:02:21.795049,10_L2_UNIV10_miner_103,0 days 00:00:07.309285
19,2022-05-04 22:02:36.122203,10_L2_UNIV10_miner_103,0 days 00:00:07.241615
0,2022-05-04 21:58:02.898049,10_L2_UNIV10_miner_102,0 days 00:00:07.348496
1,2022-05-04 21:58:17.154734,10_L2_UNIV10_miner_102,0 days 00:00:07.331865
2,2022-05-04 21:58:31.286533,10_L2_UNIV10_miner_102,0 days 00:00:07.343608
3,2022-05-04 21:58:45.595747,10_L2_UNIV10_miner_102,0 days 00:00:07.448937
4,2022-05-04 21:58:59.823921,10_L2_UNIV10_miner_102,0 days 00:00:07.200132
5,2022-05-04 21:59:14.216988,10_L2_UNIV10_miner_102,0 days 00:00:07.445441
6,2022-05-04 21:59:28.627036,10_L2_UNIV10_miner_102,0 days 00:00:07.419575
7,2022-05-04 21:59:43.370637,10_L2_UNIV10_miner_102,0 days 00:00:07.486766
8,2022-05-04 21:59:57.743182,10_L2_UNIV10_miner_102,0 days 00:00:07.351660
9,2022-05-04 22:00:12.189248,10_L2_UNIV10_miner_102,0 days 00:00:07.340008
10,2022-05-04 22:00:26.549672,10_L2_UNIV10_miner_102,0 days 00:00:07.380347
11,2022-05-04 22:00:41.074912,10_L2_UNIV10_miner_102,0 days 00:00:07.457622
12,2022-05-04 22:00:55.443126,10_L2_UNIV10_miner_102,0 days 00:00:07.326132
13,2022-05-04 22:01:09.812268,10_L2_UNIV10_miner_102,0 days 00:00:07.366964
14,2022-05-04 22:01:24.196536,10_L2_UNIV10_miner_102,0 days 00:00:07.528596
15,2022-05-04 22:01:38.565803,10_L2_UNIV10_miner_102,0 days 00:00:07.490244
16,2022-05-04 22:01:52.892566,10_L2_UNIV10_miner_102,0 days 00:00:07.412607
17,2022-05-04 22:02:07.465836,10_L2_UNIV10_miner_102,0 days 00:00:07.380618
18,2022-05-04 22:02:21.941136,10_L2_UNIV10_miner_102,0 days 00:00:07.455372
19,2022-05-04 22:02:36.269484,10_L2_UNIV10_miner_102,0 days 00:00:07.388896
0,2022-05-04 21:58:03.051020,10_L2_UNIV10_miner_101,0 days 00:00:07.501467
1,2022-05-04 21:58:17.295299,10_L2_UNIV10_miner_101,0 days 00:00:07.472430
2,2022-05-04 21:58:31.440490,10_L2_UNIV10_miner_101,0 days 00:00:07.497565
3,2022-05-04 21:58:45.749855,10_L2_UNIV10_miner_101,0 days 00:00:07.603045
4,2022-05-04 21:58:59.992628,10_L2_UNIV10_miner_101,0 days 00:00:07.368839
5,2022-05-04 21:59:14.359790,10_L2_UNIV10_miner_101,0 days 00:00:07.588243
6,2022-05-04 21:59:28.776486,10_L2_UNIV10_miner_101,0 days 00:00:07.569025
7,2022-05-04 21:59:43.530045,10_L2_UNIV10_miner_101,0 days 00:00:07.646174
8,2022-05-04 21:59:57.886421,10_L2_UNIV10_miner_101,0 days 00:00:07.494899
9,2022-05-04 22:00:12.338322,10_L2_UNIV10_miner_101,0 days 00:00:07.489082
10,2022-05-04 22:00:26.671884,10_L2_UNIV10_miner_101,0 days 00:00:07.502559
11,2022-05-04 22:00:41.216521,10_L2_UNIV10_miner_101,0 days 00:00:07.599231
12,2022-05-04 22:00:55.570953,10_L2_UNIV10_miner_101,0 days 00:00:07.453959
13,2022-05-04 22:01:09.956933,10_L2_UNIV10_miner_101,0 days 00:00:07.511629
14,2022-05-04 22:01:24.336452,10_L2_UNIV10_miner_101,0 days 00:00:07.668512
15,2022-05-04 22:01:38.713082,10_L2_UNIV10_miner_101,0 days 00:00:07.637523
16,2022-05-04 22:01:53.025540,10_L2_UNIV10_miner_101,0 days 00:00:07.545581
17,2022-05-04 22:02:07.604275,10_L2_UNIV10_miner_101,0 days 00:00:07.519057
18,2022-05-04 22:02:22.085739,10_L2_UNIV10_miner_101,0 days 00:00:07.599975
19,2022-05-04 22:02:36.430704,10_L2_UNIV10_miner_101,0 days 00:00:07.550116
0,2022-05-04 21:58:03.196470,9_L2_UNIV9_miner_92,0 days 00:00:07.646917
